  310 2.597415e-02
  311 2.573829e-02
  312 2.550806e-02
  313 2.528337e-02
  314 2.506340e-02
  315 2.484944e-02
  316 2.463931e-02
  317 2.443498e-02
  318 2.423565e-02
  319 2.404055e-02
  320 2.385025e-02
  321 2.366400e-02
  322 2.348304e-02
  323 2.330594e-02
  324 2.313260e-02
  325 2.296428e-02
  326 2.279955e-02
  327 2.263899e-02
  328 2.248186e-02
  329 2.232874e-02
  330 2.217954e-02
  331 2.203418e-02
  332 2.189193e-02
  333 2.175336e-02
  334 2.161776e-02
  335 2.148569e-02
  336 2.135708e-02
  337 2.123121e-02
  338 2.110866e-02
  339 2.098936e-02
  340 2.087260e-02
  341 2.075831e-02
  342 2.064769e-02
  343 2.053942e-02
  344 2.043344e-02
  345 2.033030e-02
  346 2.022995e-02
  347 2.013170e-02
  348 2.003611e-02
  349 1.994313e-02
  350 1.985145e-02
  351 1.976289e-02
  352 1.967614e-02
  353 1.959177e-02
  354 1.950910e-02
