   41 1.884641e-02
   42 1.917758e-02
   43 1.949891e-02
   44 1.980734e-02
   45 2.010544e-02
   46 2.039154e-02
   47 2.066689e-02
   48 2.093134e-02
   49 2.118473e-02
   50 2.142690e-02
   51 2.165773e-02
   52 2.187869e-02
   53 2.208810e-02
   54 2.228750e-02
   55 2.247517e-02
   56 2.265271e-02
   57 2.282184e-02
   58 2.297908e-02
   59 2.312613e-02
   60 2.326476e-02
   61 2.339324e-02
   62 2.351154e-02
   63 2.362154e-02
   64 2.372142e-02
   65 2.381121e-02
   66 2.389282e-02
   67 2.396634e-02
   68 2.402990e-02
   69 2.408551e-02
   70 2.413322e-02
   71 2.417118e-02
   72 2.420339e-02
   73 2.422601e-02
   74 2.424108e-02
   75 2.424872e-02
   76 2.424902e-02
   77 2.424210e-02
   78 2.423010e-02
   79 2.420906e-02
   80 2.418110e-02
   81 2.414635e-02
   82 2.410702e-02
   83 2.406114e-02
   84 2.400672e-02
