   85 2.386028e-02
   86 2.384128e-02
   87 2.381449e-02
   88 2.378426e-02
   89 2.374639e-02
   90 2.370528e-02
   91 2.366103e-02
   92 2.361159e-02
   93 2.355704e-02
   94 2.349747e-02
   95 2.343518e-02
   96 2.336807e-02
   97 2.329623e-02
   98 2.322198e-02
   99 2.314320e-02
  100 2.305997e-02
  101 2.297464e-02
  102 2.288506e-02
  103 2.279133e-02
  104 2.269579e-02
  105 2.259629e-02
  106 2.249428e-02
  107 2.238939e-02
  108 2.228152e-02
  109 2.217095e-02
  110 2.205804e-02
  111 2.194240e-02
  112 2.182459e-02
  113 2.170424e-02
  114 2.158190e-02
  115 2.145743e-02
  116 2.133069e-02
  117 2.120221e-02
  118 2.107188e-02
  119 2.093998e-02
  120 2.080617e-02
  121 2.067073e-02
  122 2.053399e-02
  123 2.039556e-02
  124 2.025600e-02
  125 2.011490e-02
  126 1.997282e-02
  127 1.982960e-02
  128 1.968532e-02
  129 1.954004e-02
