  355 2.242438e-02
  356 2.238032e-02
  357 2.233774e-02
  358 2.229588e-02
  359 2.225544e-02
  360 2.221568e-02
  361 2.217727e-02
  362 2.213948e-02
  363 2.210300e-02
  364 2.206708e-02
  365 2.203242e-02
  366 2.199827e-02
  367 2.196533e-02
  368 2.193283e-02
  369 2.190150e-02
  370 2.187057e-02
  371 2.184075e-02
  372 2.181127e-02
  373 2.178212e-02
  374 2.175476e-02
  375 2.172692e-02
  376 2.170008e-02
  377 2.167421e-02
  378 2.164855e-02
  379 2.162306e-02
  380 2.159848e-02
  381 2.157403e-02
  382 2.155045e-02
  383 2.152695e-02
  384 2.150428e-02
  385 2.148165e-02
  386 2.145981e-02
  387 2.143796e-02
  388 2.141609e-02
  389 2.139495e-02
  390 2.137374e-02
  391 2.135322e-02
  392 2.133260e-02
  393 2.131263e-02
  394 2.129252e-02
  395 2.127224e-02
  396 2.125256e-02
  397 2.123269e-02
  398 2.121259e-02
  399 2.119305e-02
  400 2.117404e-02
