  175 2.791433e-02
  176 2.761847e-02
  177 2.732516e-02
  178 2.703363e-02
  179 2.674474e-02
  180 2.645770e-02
  181 2.617297e-02
  182 2.589058e-02
  183 2.561017e-02
  184 2.533258e-02
  185 2.505703e-02
  186 2.478397e-02
  187 2.451300e-02
  188 2.424458e-02
  189 2.397872e-02
  190 2.371505e-02
  191 2.345399e-02
  192 2.319518e-02
  193 2.293902e-02
  194 2.268515e-02
  195 2.243397e-02
  196 2.218549e-02
  197 2.193898e-02
  198 2.169522e-02
  199 2.145419e-02
  200 2.121521e-02
  201 2.097899e-02
  202 2.074518e-02
  203 2.051415e-02
  204 2.028555e-02
  205 2.005938e-02
  206 1.983566e-02
  207 1.961439e-02
  208 1.939592e-02
  209 1.917957e-02
  210 1.896603e-02
  211 1.875495e-02
  212 1.854634e-02
  213 1.834019e-02
  214 1.813652e-02
  215 1.793531e-02
  216 1.773657e-02
  217 1.754029e-02
  218 1.734647e-02
  219 1.715511e-02
